Review text,Ratings
price is highREAD MORE,Positive Review
"package was perfectly packed, but in transition got slight damage in outer box onlyREAD MORE",Positive Review
Superb quality..got my money's worth...thank you!READ MORE,Positive Review
totally satisfied with the productREAD MORE,Positive Review
it's goodREAD MORE,Positive Review
niceREAD MORE,Positive Review
No worries.Good packing.Didnt face any issue with the product.READ MORE,Positive Review
very bad shuttle and heavy weightREAD MORE,Negative Review
Get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is BUBBLING.. All shuttles BUBBLING.. MEAN TO SAY DIRECTIVE PCSREAD MORE,Negative Review
Right choice for outdoor gameREAD MORE,Positive Review
Very nice packed and fast delivery good filpkartREAD MORE,Positive Review
niceREAD MORE,Negative Review
good productREAD MORE,Positive Review
excellent...READ MORE,Positive Review
Quality is goodREAD MORE,Positive Review
"Cheked with sunrise, genuine product.READ MORE",Positive Review
Delivered before time. Very good deal. Awaiting such more deals.READ MORE,Positive Review
oxREAD MORE,Positive Review
They r goodREAD MORE,Positive Review
Very good qualityREAD MORE,Positive Review
Genuine product.READ MORE,Positive Review
Super Fast delivery and also best quality shuttlecocksREAD MORE,Positive Review
midium  qualityREAD MORE,Negative Review
goodREAD MORE,Negative Review
It is a brilliant productREAD MORE,Positive Review
the shuttles are not good and the quality is also not goodREAD MORE,Negative Review
Good oneREAD MORE,Positive Review
goodREAD MORE,Positive Review
original qualityREAD MORE,Positive Review
Long lasting. Better performanceREAD MORE,Positive Review
This product are breakableREAD MORE,Negative Review
goodREAD MORE,Positive Review
"Must say, these are the nicest shuttles for the price I paid. Long lasting.READ MORE",Positive Review
GoodREAD MORE,Positive Review
Good productREAD MORE,Negative Review
awesome!!READ MORE,Positive Review
These are Good For Who can't afford FeathersREAD MORE,Positive Review
Value for moneyREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.READ MORE,Negative Review
It was Genuine Yonex I confirmed it on website The Plastic quality is soft and The Base Crock is less poursREAD MORE,Positive Review
Great productREAD MORE,Positive Review
excellent for practice...!READ MORE,Positive Review
Nice product and durabilityREAD MORE,Positive Review
Genuine product. Very fine quality.READ MORE,Positive Review
good  as expectedREAD MORE,Positive Review
value for moneyREAD MORE,Positive Review
Awesome! and Excellent packaging for delicate item. Full marks to flipkart :)READ MORE,Positive Review
Very cheap nd good shuttleREAD MORE,Positive Review
good qualityREAD MORE,Positive Review
Nice product..seems originalREAD MORE,Positive Review
quality is not upto the markREAD MORE,Negative Review
good shuttle....worth the moneyREAD MORE,Positive Review
SuperREAD MORE,Positive Review
Worst qualityREAD MORE,Negative Review
Love Flipkart for wonderful offer and the delivery was great without damaging the delicate itemREAD MORE,Positive Review
It's goodREAD MORE,Positive Review
good productREAD MORE,Positive Review
Good quality...READ MORE,Positive Review
Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanksREAD MORE,Positive Review
hoodREAD MORE,Positive Review
good product superbREAD MORE,Positive Review
good product and timly deliverREAD MORE,Positive Review
super fast delivery by Flipkart. simply awesomeREAD MORE,Positive Review
AwesomeREAD MORE,Positive Review
good  productREAD MORE,Positive Review
ExcellentREAD MORE,Positive Review
goodREAD MORE,Positive Review
"quick delivery, and quality is goodREAD MORE",Positive Review
Not nice brake very fastREAD MORE,Negative Review
very goodREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Nice product.READ MORE,Positive Review
very niceREAD MORE,Positive Review
awesomeREAD MORE,Positive Review
Good ..Lasts couple of matchesREAD MORE,Positive Review
Nice product in best priceREAD MORE,Positive Review
"no comments, now a days shuttle quality is less only they doing it for business purposesREAD MORE",Positive Review
good but price increasedREAD MORE,Positive Review
Useful Product...  Worth for MoneyREAD MORE,Positive Review
Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.READ MORE,Positive Review
NiceREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
awesome product with discountREAD MORE,Positive Review
Shuttles are fine like normal ones and delivered on timeREAD MORE,Positive Review
amazing cashback from phonepe.READ MORE,Positive Review
best qualityREAD MORE,Positive Review
I ordered it for 709 and next day it was available for 669.READ MORE,Positive Review
"Having 6 shuttles in the box,but all are not having the same quality what i felt when i am using it.READ MORE",Negative Review
Nice prodectREAD MORE,Positive Review
Very good on dry weatherREAD MORE,Positive Review
This product is pirated and now a days we are getting lot of pirated products from Flipkart so be aware of this...READ MORE,Negative Review
awesome Flipkart gives always value money it is oneREAD MORE,Positive Review
Best productREAD MORE,Positive Review
Good not betterREAD MORE,Negative Review
Nice 1READ MORE,Positive Review
these are not  slow shuttles. It is medium or fast. slow and medium shuttles are mixed. Very Bad.READ MORE,Negative Review
sublimate itemsREAD MORE,Negative Review
awesomeREAD MORE,Positive Review
goodREAD MORE,Negative Review
nice dealREAD MORE,Positive Review
Good product..  Nice quality....READ MORE,Negative Review
NicREAD MORE,Positive Review
Good product thanksREAD MORE,Positive Review
NiceREAD MORE,Positive Review
UselessREAD MORE,Negative Review
It's goodREAD MORE,Positive Review
best productREAD MORE,Positive Review
"Shuttle base is very poor, Recent shuttles comes with porous wood which gets withered away in a few days.READ MORE",Negative Review
"very bad,don't buy....READ MORE",Negative Review
Quality is not goodREAD MORE,Negative Review
Once qualityREAD MORE,Negative Review
Good one .but not the same weight ..from the one we get from shop..but lasts.moreREAD MORE,Positive Review
Good very lastingREAD MORE,Positive Review
Good product. Long lasting.READ MORE,Positive Review
supper productREAD MORE,Positive Review
awesome productREAD MORE,Positive Review
GoodREAD MORE,Positive Review
Very good productREAD MORE,Positive Review
The quality of the shuttles were really good and each one lasts a week. I am really happy that i got a original yonex product because fake shuttles have become very common todayREAD MORE,Positive Review
Gd product...READ MORE,Positive Review
nice productREAD MORE,Positive Review
superREAD MORE,Positive Review
Poor quality shuttle breaks in single dayREAD MORE,Negative Review
goodREAD MORE,Positive Review
good  qualityREAD MORE,Negative Review
it's not good qualityREAD MORE,Negative Review
Nice product and speed delivered....READ MORE,Positive Review
goodREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Nice one!!!READ MORE,Positive Review
good excellent performance.READ MORE,Positive Review
Awesome productREAD MORE,Positive Review
It's goodREAD MORE,Positive Review
Best shuttle for intermediate level..READ MORE,Positive Review
Nice productREAD MORE,Positive Review
Superb product in this price. Really all shuttles are good . Too good in this price.READ MORE,Positive Review
Great product with very good priceREAD MORE,Positive Review
Very poorREAD MORE,Negative Review
Good product...lasts two days of powerful gamesREAD MORE,Positive Review
Good quality but high rateREAD MORE,Negative Review
Great value for money deal...on time delivery and cheapest in the marketREAD MORE,Positive Review
Very niceREAD MORE,Positive Review
Good productREAD MORE,Negative Review
fineREAD MORE,Positive Review
"Checked the product on the official site. It is genuine. I am more pleased by the quick delivery, within 2 days. Excellent service.READ MORE",Positive Review
Looks not genuineREAD MORE,Negative Review
Good one👌READ MORE,Positive Review
niceREAD MORE,Positive Review
The head of the shuttle usually break after a few matches.READ MORE,Negative Review
Worst shuttle by flipkart servicesREAD MORE,Negative Review
EverythingREAD MORE,Positive Review
GoodREAD MORE,Positive Review
thanksREAD MORE,Positive Review
"Amazingly quick delivery, didn't even take 12 hoursREAD MORE",Positive Review
Good quality shuttle with a long lasting quality.READ MORE,Positive Review
Excellent condition and productREAD MORE,Positive Review
Original shuttles.READ MORE,Positive Review
excellent shuttle.READ MORE,Positive Review
Superb for regular practice. Good accuracy and appropriate weight.READ MORE,Positive Review
Quality not acceptableREAD MORE,Negative Review
Super productREAD MORE,Positive Review
Excellent productREAD MORE,Positive Review
In nylon shuttle s 350 or 300 are ok bestREAD MORE,Positive Review
very good qualityREAD MORE,Positive Review
This is durable shettleREAD MORE,Positive Review
SuperREAD MORE,Positive Review
"The only reason I bought it online was beaucse if the price. Quality is good as any mavis 350 shuttles. If you find within 700 Rs, go for itREAD MORE",Positive Review
Good one and lastingREAD MORE,Positive Review
very nice product marvis 350.READ MORE,Positive Review
DurableREAD MORE,Positive Review
it's awesomeREAD MORE,Positive Review
NiceREAD MORE,Positive Review
Gud product.. Thank you flipkart.. 👍READ MORE,Positive Review
I use it everyday for 1 hour and it last for 1 weekREAD MORE,Positive Review
NYC productREAD MORE,Positive Review
good prdtREAD MORE,Positive Review
Wrost itemREAD MORE,Positive Review
It is a okay product. The cork at the bottom wears out soon and the top part gets torn too soon. Have doubts whether it is originalREAD MORE,Negative Review
100 percent original shuttles from flipkart at very good price.READ MORE,Positive Review
FentasticREAD MORE,Positive Review
UltimateREAD MORE,Positive Review
FantasticREAD MORE,Positive Review
Good qualityREAD MORE,Positive Review
Good one and original.READ MORE,Positive Review
Not good for good playersREAD MORE,Negative Review
Good  quality .READ MORE,Positive Review
Shuttle is good overall.READ MORE,Positive Review
Hmmm.. GoodREAD MORE,Positive Review
Not goodREAD MORE,Negative Review
Great product... I'm extremely happy with the product... A great buy indeed...READ MORE,Positive Review
